2015/04/18 08:47:25,V,mA,mAh,mWh,T,S
2015/04/18 10:09:23,5.0495,26.699,36.313,183.418,20.6,4934
2015/04/18 10:09:24,5.0497,26.699,36.321,183.455,20.6,4935
2015/04/18 10:09:25,5.0496,26.700,36.328,183.493,20.6,4936
2015/04/18 10:09:26,5.0495,26.700,36.336,183.530,20.6,4937
2015/04/18 10:09:27,5.0498,26.699,36.343,183.568,20.6,4938
2015/04/18 10:09:28,5.0497,26.699,36.350,183.605,20.6,4939
2015/04/18 10:09:29,5.0496,26.700,36.358,183.643,20.6,4940
2015/04/18 10:09:30,5.0498,26.700,36.365,183.680,20.6,4941
2015/04/18 10:09:31,5.0495,26.700,36.373,183.718,20.6,4942
2015/04/18 10:09:32,5.0495,26.700,36.380,183.755,20.6,4943
2015/04/18 10:09:33,5.0498,26.700,36.387,183.793,20.7,4944
2015/04/18 10:09:34,5.0495,26.700,36.395,183.830,20.7,4945
2015/04/18 10:09:35,5.0496,26.701,36.402,183.867,20.6,4946
2015/04/18 10:09:36,5.0498,26.701,36.410,183.905,20.7,4947
2015/04/18 10:09:37,5.0498,26.701,36.417,183.942,20.7,4948
2015/04/18 10:09:38,5.0496,26.701,36.425,183.980,20.6,4949
2015/04/18 10:09:39,5.0497,26.702,36.432,184.017,20.6,4950
2015/04/18 10:09:40,5.0496,26.700,36.439,184.055,20.6,4951
2015/04/18 10:09:41,5.0497,26.700,36.447,184.092,20.6,4952
2015/04/18 10:09:42,5.0499,26.702,36.454,184.130,20.6,4953
2015/04/18 10:09:43,5.0496,26.701,36.462,184.167,20.6,4954
2015/04/18 10:09:44,5.0497,26.701,36.469,184.204,20.6,4955
2015/04/18 10:09:45,5.0496,26.701,36.476,184.242,20.6,4956
2015/04/18 10:09:46,5.0498,26.701,36.484,184.279,20.6,4957
2015/04/18 10:09:47,5.0497,26.702,36.491,184.317,20.6,4958
2015/04/18 10:09:48,5.0498,26.701,36.499,184.354,20.6,4959
2015/04/18 10:09:49,5.0496,26.700,36.506,184.392,20.6,4960
2015/04/18 10:09:50,5.0497,26.702,36.514,184.429,20.6,4961
2015/04/18 10:09:51,5.0497,26.702,36.521,184.467,20.6,4962
2015/04/18 10:09:52,5.0496,26.701,36.528,184.504,20.6,4963
2015/04/18 10:09:53,5.0497,26.700,36.536,184.542,20.6,4964
2015/04/18 10:09:54,5.0499,26.702,36.543,184.579,20.6,4965
2015/04/18 10:09:55,5.0496,26.701,36.551,184.616,20.6,4966
2015/04/18 10:09:56,5.0497,26.701,36.558,184.654,20.6,4967
2015/04/18 10:09:57,5.0496,26.701,36.565,184.691,20.6,4968
2015/04/18 10:09:58,5.0496,26.700,36.573,184.729,20.6,4969
2015/04/18 10:09:59,5.0500,26.700,36.580,184.766,20.6,4970
2015/04/18 10:10:00,5.0497,26.701,36.588,184.804,20.6,4971
2015/04/18 10:10:01,5.0496,26.699,36.595,184.841,20.6,4972
2015/04/18 10:10:02,5.0498,26.700,36.602,184.879,20.6,4973
2015/04/18 10:10:03,5.0499,26.700,36.610,184.916,20.6,4974
2015/04/18 10:10:04,5.0497,26.700,36.617,184.953,20.6,4975
2015/04/18 10:10:05,5.0498,26.701,36.625,184.991,20.6,4976
2015/04/18 10:10:06,5.0497,26.700,36.632,185.028,20.6,4977
2015/04/18 10:10:07,5.0497,26.700,36.640,185.066,20.5,4978
2015/04/18 10:10:08,5.0500,26.701,36.647,185.103,20.5,4979
2015/04/18 10:10:09,5.0497,26.701,36.654,185.141,20.5,4980
2015/04/18 10:10:10,5.0496,26.701,36.662,185.178,20.6,4981
2015/04/18 10:10:11,5.0499,26.701,36.669,185.216,20.5,4982
2015/04/18 10:10:12,5.0498,26.700,36.677,185.253,20.6,4983
2015/04/18 10:10:13,5.0496,26.699,36.684,185.291,20.6,4984
2015/04/18 10:10:14,5.0499,26.700,36.692,185.328,20.7,4985
2015/04/18 10:10:15,5.0499,26.700,36.699,185.365,20.7,4986
2015/04/18 10:10:16,5.0497,26.700,36.706,185.403,20.7,4987
2015/04/18 10:10:17,5.0499,26.700,36.714,185.440,20.6,4988
2015/04/18 10:10:18,5.0499,26.701,36.721,185.478,20.6,4989
2015/04/18 10:10:19,5.0497,26.700,36.729,185.515,20.6,4990
2015/04/18 10:10:20,5.0498,26.700,36.736,185.553,20.6,4991
2015/04/18 10:10:21,5.0498,26.700,36.743,185.590,20.6,4992
2015/04/18 10:10:22,5.0496,26.700,36.751,185.628,20.6,4993
2015/04/18 10:10:23,5.0497,26.701,36.758,185.665,20.6,4994
2015/04/18 10:10:24,5.0499,26.700,36.766,185.702,20.6,4995
2015/04/18 10:10:25,5.0498,26.700,36.773,185.740,20.6,4996
2015/04/18 10:10:26,5.0501,26.699,36.780,185.777,20.5,4997
2015/04/18 10:10:27,5.0499,26.699,36.788,185.815,20.5,4998
2015/04/18 10:10:28,5.0497,26.699,36.795,185.852,20.5,4999
2015/04/18 10:10:29,5.0498,26.699,36.803,185.890,20.5,5000
2015/04/18 10:10:30,5.0500,26.699,36.810,185.927,20.5,5001
2015/04/18 10:10:31,5.0497,26.700,36.818,185.965,20.5,5002
2015/04/18 10:10:32,5.0499,26.700,36.825,186.002,20.5,5003
2015/04/18 10:10:33,5.0499,26.700,36.832,186.040,20.5,5004
2015/04/18 10:10:34,5.0497,26.700,36.840,186.077,20.5,5005
2015/04/18 10:10:35,5.0498,26.700,36.847,186.114,20.5,5006
2015/04/18 10:10:36,5.0499,26.699,36.855,186.152,20.5,5007
2015/04/18 10:10:37,5.0497,26.700,36.862,186.189,20.5,5008
2015/04/18 10:10:38,5.0498,26.699,36.869,186.227,20.5,5009
2015/04/18 10:10:39,5.0499,26.698,36.877,186.264,20.5,5010
2015/04/18 10:10:40,5.0496,26.698,36.884,186.302,20.5,5011
2015/04/18 10:10:41,5.0498,26.699,36.892,186.339,20.5,5012
2015/04/18 10:10:42,5.0500,26.698,36.899,186.377,20.5,5013
2015/04/18 10:10:43,5.0496,26.698,36.907,186.414,20.5,5014
2015/04/18 10:10:44,5.0497,26.697,36.914,186.451,20.4,5015
2015/04/18 10:10:45,5.0498,26.699,36.921,186.489,20.4,5016
2015/04/18 10:10:46,5.0495,26.697,36.929,186.526,20.4,5017
2015/04/18 10:10:47,5.0496,26.698,36.936,186.564,20.4,5018
2015/04/18 10:10:48,5.0497,26.697,36.944,186.601,20.3,5019
2015/04/18 10:10:49,5.0495,26.698,36.951,186.639,20.3,5020
2015/04/18 10:10:50,5.0496,26.698,36.958,186.676,20.3,5021
2015/04/18 10:10:51,5.0498,26.699,36.966,186.714,20.3,5022
2015/04/18 10:10:52,5.0497,26.698,36.973,186.751,20.2,5023
2015/04/18 10:10:53,5.0498,26.698,36.981,186.789,20.2,5024
2015/04/18 10:10:54,5.0498,26.697,36.988,186.826,20.2,5025
2015/04/18 10:10:55,5.0495,26.696,36.996,186.863,20.2,5026
2015/04/18 10:10:56,5.0497,26.698,37.003,186.901,20.2,5027
2015/04/18 10:10:57,5.0495,26.697,37.010,186.938,20.1,5028
2015/04/18 10:10:58,5.0495,26.697,37.018,186.976,20.1,5029
2015/04/18 10:10:59,5.0496,26.696,37.025,187.013,20.1,5030
2015/04/18 10:11:00,5.0497,26.696,37.033,187.051,20.1,5031
2015/04/18 10:11:01,5.0497,26.696,37.040,187.088,20.2,5032
2015/04/18 10:11:02,5.0496,26.696,37.047,187.126,20.2,5033
2015/04/18 10:11:03,5.0495,26.696,37.055,187.163,20.2,5034
2015/04/18 10:11:04,5.0494,26.696,37.062,187.200,20.2,5035
2015/04/18 10:11:05,5.0497,26.696,37.070,187.238,20.2,5036
2015/04/18 10:11:06,5.0498,26.696,37.077,187.275,20.2,5037
2015/04/18 10:11:07,5.0495,26.697,37.084,187.313,20.3,5038
2015/04/18 10:11:08,5.0498,26.697,37.092,187.350,20.3,5039
2015/04/18 10:11:09,5.0496,26.698,37.099,187.388,20.3,5040
2015/04/18 10:11:10,5.0495,26.698,37.107,187.425,20.3,5041
2015/04/18 10:11:11,5.0497,26.698,37.114,187.463,20.3,5042
2015/04/18 10:11:12,5.0495,26.698,37.122,187.500,20.3,5043
2015/04/18 10:11:13,5.0494,26.698,37.129,187.538,20.3,5044
2015/04/18 10:11:14,5.0498,26.698,37.136,187.575,20.3,5045
2015/04/18 10:11:15,5.0496,26.699,37.144,187.612,20.3,5046
2015/04/18 10:11:16,5.0495,26.698,37.151,187.650,20.3,5047
2015/04/18 10:11:17,5.0498,26.697,37.159,187.687,20.3,5048
2015/04/18 10:11:18,5.0496,26.698,37.166,187.725,20.3,5049
2015/04/18 10:11:19,5.0496,26.698,37.174,187.762,20.3,5050
2015/04/18 10:11:20,5.0498,26.697,37.181,187.800,20.3,5051
2015/04/18 10:11:21,5.0497,26.698,37.188,187.837,20.3,5052
2015/04/18 10:11:22,5.0497,26.698,37.196,187.875,20.3,5053
2015/04/18 10:11:23,5.0497,26.698,37.203,187.912,20.3,5054
2015/04/18 10:11:24,5.0494,26.698,37.211,187.949,20.3,5055
2015/04/18 10:11:25,5.0495,26.700,37.218,187.987,20.3,5056
2015/04/18 10:11:26,5.0497,26.701,37.225,188.024,20.3,5057
2015/04/18 10:11:27,5.0494,26.700,37.233,188.062,20.3,5058
2015/04/18 10:11:28,5.0496,26.699,37.240,188.099,20.3,5059
2015/04/18 10:11:29,5.0497,26.698,37.248,188.137,20.4,5060
2015/04/18 10:11:30,5.0495,26.698,37.255,188.174,20.3,5061
2015/04/18 10:11:31,5.0494,26.698,37.263,188.212,20.4,5062
2015/04/18 10:11:32,5.0497,26.700,37.270,188.249,20.3,5063
2015/04/18 10:11:33,5.0496,26.699,37.277,188.287,20.3,5064
2015/04/18 10:11:34,5.0494,26.699,37.285,188.324,20.3,5065
2015/04/18 10:11:35,5.0497,26.698,37.292,188.361,20.4,5066
2015/04/18 10:11:36,5.0496,26.698,37.300,188.399,20.4,5067
2015/04/18 10:11:37,5.0494,26.698,37.307,188.436,20.4,5068
2015/04/18 10:11:38,5.0497,26.698,37.314,188.474,20.4,5069
2015/04/18 10:11:39,5.0494,26.698,37.322,188.511,20.4,5070
2015/04/18 10:11:40,5.0493,26.699,37.329,188.549,20.4,5071
2015/04/18 10:11:41,5.0495,26.699,37.337,188.586,20.4,5072
2015/04/18 10:11:42,5.0494,26.699,37.344,188.624,20.4,5073
2015/04/18 10:11:43,5.0494,26.698,37.351,188.661,20.4,5074
2015/04/18 10:11:44,5.0494,26.698,37.359,188.698,20.4,5075
2015/04/18 10:11:45,5.0496,26.698,37.366,188.736,20.4,5076
2015/04/18 10:11:46,5.0496,26.697,37.374,188.773,20.4,5077
2015/04/18 10:11:47,5.0497,26.698,37.381,188.811,20.5,5078
2015/04/18 10:11:48,5.0495,26.698,37.389,188.848,20.4,5079
2015/04/18 10:11:49,5.0495,26.698,37.396,188.886,20.4,5080
2015/04/18 10:11:50,5.0495,26.698,37.403,188.923,20.5,5081
2015/04/18 10:11:51,5.0494,26.700,37.411,188.961,20.5,5082
2015/04/18 10:11:52,5.0494,26.699,37.418,188.998,20.5,5083
2015/04/18 10:11:53,5.0496,26.698,37.426,189.036,20.5,5084
2015/04/18 10:11:54,5.0494,26.699,37.433,189.073,20.4,5085
2015/04/18 10:11:55,5.0495,26.699,37.440,189.110,20.4,5086
2015/04/18 10:11:56,5.0496,26.698,37.448,189.148,20.4,5087
2015/04/18 10:11:57,5.0495,26.698,37.455,189.185,20.4,5088
2015/04/18 10:11:58,5.0495,26.699,37.463,189.223,20.5,5089
2015/04/18 10:11:59,5.0495,26.698,37.470,189.260,20.5,5090
2015/04/18 10:12:00,5.0496,26.698,37.477,189.298,20.5,5091
2015/04/18 10:12:01,5.0495,26.698,37.485,189.335,20.5,5092
2015/04/18 10:12:02,5.0497,26.698,37.492,189.373,20.5,5093
2015/04/18 10:12:03,5.0495,26.698,37.500,189.410,20.5,5094
2015/04/18 10:12:04,5.0494,26.697,37.507,189.447,20.5,5095
2015/04/18 10:12:05,5.0496,26.698,37.515,189.485,20.5,5096
2015/04/18 10:12:06,5.0495,26.697,37.522,189.522,20.5,5097
2015/04/18 10:12:07,5.0496,26.696,37.529,189.560,20.5,5098
2015/04/18 10:12:08,5.0498,26.697,37.537,189.597,20.5,5099
2015/04/18 10:12:09,5.0495,26.698,37.544,189.635,20.5,5100
2015/04/18 10:12:10,5.0494,26.698,37.552,189.672,20.5,5101
2015/04/18 10:12:11,5.0497,26.697,37.559,189.710,20.5,5102
2015/04/18 10:12:12,5.0496,26.697,37.567,189.747,20.5,5103
2015/04/18 10:12:13,5.0495,26.697,37.574,189.785,20.5,5104
2015/04/18 10:12:14,5.0497,26.696,37.581,189.822,20.5,5105
2015/04/18 10:12:15,5.0495,26.698,37.589,189.859,20.5,5106
2015/04/18 10:12:16,5.0495,26.698,37.596,189.897,20.5,5107
2015/04/18 10:12:17,5.0497,26.698,37.604,189.934,20.5,5108
2015/04/18 10:12:18,5.0494,26.698,37.611,189.972,20.5,5109
2015/04/18 10:12:19,5.0496,26.698,37.618,190.009,20.5,5110
2015/04/18 10:12:20,5.0497,26.697,37.626,190.047,20.5,5111
2015/04/18 10:12:21,5.0496,26.698,37.633,190.084,20.5,5112
2015/04/18 10:12:22,5.0494,26.698,37.641,190.122,20.5,5113
2015/04/18 10:12:23,5.0496,26.698,37.648,190.159,20.5,5114
2015/04/18 10:12:24,5.0495,26.699,37.656,190.196,20.5,5115
2015/04/18 10:12:25,5.0494,26.698,37.663,190.234,20.5,5116
2015/04/18 10:12:26,5.0495,26.698,37.670,190.271,20.5,5117
2015/04/18 10:12:27,5.0494,26.698,37.678,190.309,20.5,5118
2015/04/18 10:12:28,5.0495,26.698,37.685,190.346,20.5,5119
2015/04/18 10:12:29,5.0496,26.699,37.693,190.384,20.5,5120
2015/04/18 10:12:30,5.0493,26.699,37.700,190.421,20.5,5121
2015/04/18 10:12:31,5.0494,26.697,37.707,190.459,20.5,5122
2015/04/18 10:12:32,5.0497,26.697,37.715,190.496,20.5,5123
2015/04/18 10:12:33,5.0493,26.698,37.722,190.534,20.5,5124
2015/04/18 10:12:34,5.0497,26.698,37.730,190.571,20.5,5125
2015/04/18 10:12:35,5.0496,26.696,37.737,190.608,20.5,5126
2015/04/18 10:12:36,5.0495,26.696,37.745,190.646,20.5,5127
2015/04/18 10:12:37,5.0496,26.697,37.752,190.683,20.5,5128
2015/04/18 10:12:38,5.0496,26.697,37.759,190.721,20.5,5129
2015/04/18 10:12:39,5.0494,26.698,37.767,190.758,20.5,5130
2015/04/18 10:12:40,5.0495,26.697,37.774,190.796,20.5,5131
2015/04/18 10:12:41,5.0496,26.698,37.782,190.833,20.5,5132
2015/04/18 10:12:42,5.0495,26.697,37.789,190.871,20.5,5133
2015/04/18 10:12:43,5.0496,26.698,37.796,190.908,20.5,5134
2015/04/18 10:12:44,5.0495,26.698,37.804,190.945,20.5,5135
2015/04/18 10:12:45,5.0495,26.696,37.811,190.983,20.5,5136
2015/04/18 10:12:46,5.0496,26.696,37.819,191.020,20.5,5137
2015/04/18 10:12:47,5.0497,26.696,37.826,191.058,20.5,5138
2015/04/18 10:12:48,5.0495,26.697,37.834,191.095,20.5,5139
2015/04/18 10:12:49,5.0496,26.698,37.841,191.133,20.5,5140
2015/04/18 10:12:50,5.0496,26.697,37.848,191.170,20.5,5141
2015/04/18 10:12:51,5.0496,26.698,37.856,191.208,20.5,5142
2015/04/18 10:12:52,5.0497,26.699,37.863,191.245,20.5,5143
2015/04/18 10:12:53,5.0495,26.698,37.871,191.283,20.5,5144
2015/04/18 10:12:54,5.0494,26.698,37.878,191.320,20.5,5145
2015/04/18 10:12:55,5.0497,26.698,37.885,191.357,20.5,5146
2015/04/18 10:12:56,5.0498,26.699,37.893,191.395,20.5,5147
2015/04/18 10:12:57,5.0497,26.699,37.900,191.432,20.5,5148
2015/04/18 10:12:58,5.0497,26.698,37.908,191.470,20.5,5149
2015/04/18 10:12:59,5.0496,26.699,37.915,191.507,20.5,5150
2015/04/18 10:13:00,5.0495,26.698,37.922,191.545,20.5,5151
2015/04/18 10:13:01,5.0497,26.698,37.930,191.582,20.5,5152
2015/04/18 10:13:02,5.0496,26.697,37.937,191.620,20.5,5153
2015/04/18 10:13:03,5.0495,26.697,37.945,191.657,20.5,5154
2015/04/18 10:13:04,5.0496,26.698,37.952,191.694,20.5,5155
2015/04/18 10:13:05,5.0495,26.698,37.959,191.732,20.5,5156
2015/04/18 10:13:06,5.0494,26.697,37.967,191.769,20.5,5157
2015/04/18 10:13:07,5.0494,26.698,37.974,191.807,20.5,5158
2015/04/18 10:13:08,5.0495,26.698,37.982,191.844,20.5,5159
2015/04/18 10:13:09,5.0495,26.699,37.989,191.882,20.5,5160
2015/04/18 10:13:10,5.0495,26.698,37.997,191.919,20.5,5161
2015/04/18 10:13:11,5.0496,26.698,38.004,191.957,20.5,5162
2015/04/18 10:13:12,5.0494,26.698,38.011,191.994,20.5,5163
2015/04/18 10:13:13,5.0497,26.698,38.019,192.032,20.5,5164
2015/04/18 10:13:14,5.0497,26.698,38.026,192.069,20.5,5165
2015/04/18 10:13:15,5.0494,26.699,38.034,192.106,20.5,5166
2015/04/18 10:13:16,5.0496,26.699,38.041,192.144,20.5,5167
2015/04/18 10:13:17,5.0499,26.698,38.049,192.181,20.5,5168
2015/04/18 10:13:18,5.0495,26.697,38.056,192.219,20.5,5169
2015/04/18 10:13:19,5.0496,26.698,38.063,192.256,20.5,5170
2015/04/18 10:13:20,5.0497,26.698,38.071,192.294,20.5,5171
2015/04/18 10:13:21,5.0494,26.699,38.078,192.331,20.5,5172
2015/04/18 10:13:22,5.0496,26.699,38.086,192.369,20.5,5173
2015/04/18 10:13:23,5.0498,26.698,38.093,192.406,20.5,5174
2015/04/18 10:13:24,5.0495,26.698,38.100,192.443,20.5,5175
2015/04/18 10:13:25,5.0494,26.698,38.108,192.481,20.5,5176
2015/04/18 10:13:26,5.0497,26.698,38.115,192.518,20.5,5177
2015/04/18 10:13:27,5.0494,26.698,38.123,192.556,20.5,5178
2015/04/18 10:13:28,5.0496,26.698,38.130,192.593,20.5,5179
2015/04/18 10:13:29,5.0497,26.698,38.138,192.631,20.5,5180
2015/04/18 10:13:30,5.0496,26.699,38.145,192.668,20.5,5181
2015/04/18 10:13:31,5.0495,26.699,38.152,192.706,20.5,5182
2015/04/18 10:13:32,5.0496,26.699,38.160,192.743,20.5,5183
2015/04/18 10:13:33,5.0496,26.698,38.167,192.781,20.5,5184
2015/04/18 10:13:34,5.0496,26.698,38.175,192.818,20.5,5185
2015/04/18 10:13:35,5.0496,26.699,38.182,192.855,20.5,5186
2015/04/18 10:13:36,5.0494,26.699,38.189,192.893,20.5,5187
2015/04/18 10:13:37,5.0497,26.699,38.197,192.930,20.5,5188
2015/04/18 10:13:38,5.0497,26.698,38.204,192.968,20.5,5189
2015/04/18 10:13:39,5.0495,26.699,38.212,193.005,20.5,5190
2015/04/18 10:13:40,5.0494,26.698,38.219,193.043,20.5,5191
2015/04/18 10:13:41,5.0494,26.698,38.227,193.080,20.5,5192
2015/04/18 10:13:42,5.0496,26.699,38.234,193.118,20.5,5193
2015/04/18 10:13:43,5.0496,26.699,38.241,193.155,20.5,5194
2015/04/18 10:13:44,5.0497,26.699,38.249,193.192,20.5,5195
2015/04/18 10:13:45,5.0495,26.699,38.256,193.230,20.5,5196
2015/04/18 10:13:46,5.0496,26.698,38.264,193.267,20.5,5197
2015/04/18 10:13:47,5.0495,26.698,38.271,193.305,20.5,5198
2015/04/18 10:13:48,5.0494,26.691,38.278,193.342,20.5,5199
2015/04/18 10:13:49,5.0496,26.673,38.286,193.380,20.5,5200
2015/04/18 10:13:50,5.0495,26.660,38.293,193.417,20.5,5201
2015/04/18 10:13:51,5.0495,26.644,38.301,193.455,20.5,5202
2015/04/18 10:13:52,5.0496,26.623,38.308,193.492,20.5,5203
2015/04/18 10:13:53,5.0495,26.606,38.315,193.529,20.5,5204
2015/04/18 10:13:54,5.0496,26.584,38.323,193.567,20.5,5205
2015/04/18 10:13:55,5.0499,26.563,38.330,193.604,20.5,5206
2015/04/18 10:13:56,5.0495,26.549,38.338,193.641,20.5,5207
2015/04/18 10:13:57,5.0497,26.518,38.345,193.678,20.5,5208
2015/04/18 10:13:58,5.0498,26.485,38.352,193.716,20.5,5209
2015/04/18 10:13:59,5.0496,26.468,38.360,193.753,20.5,5210
2015/04/18 10:14:00,5.0496,26.440,38.367,193.790,20.5,5211
2015/04/18 10:14:01,5.0499,26.414,38.374,193.827,20.5,5212
2015/04/18 10:14:02,5.0498,26.388,38.382,193.864,20.5,5213
2015/04/18 10:14:03,5.0498,26.359,38.389,193.901,20.5,5214
2015/04/18 10:14:04,5.0500,26.343,38.396,193.938,20.6,5215
2015/04/18 10:14:05,5.0498,26.324,38.404,193.975,20.5,5216
2015/04/18 10:14:06,5.0499,26.295,38.411,194.012,20.5,5217
2015/04/18 10:14:07,5.0499,26.260,38.418,194.049,20.5,5218
2015/04/18 10:14:08,5.0499,26.243,38.426,194.086,20.5,5219
2015/04/18 10:14:09,5.0499,26.215,38.433,194.122,20.5,5220
2015/04/18 10:14:10,5.0500,26.176,38.440,194.159,20.5,5221
2015/04/18 10:14:11,5.0499,26.147,38.447,194.196,20.5,5222
2015/04/18 10:14:12,5.0500,26.106,38.455,194.233,20.5,5223
2015/04/18 10:14:13,5.0501,26.075,38.462,194.269,20.5,5224
2015/04/18 10:14:14,5.0500,26.058,38.469,194.306,20.5,5225
2015/04/18 10:14:15,5.0500,26.013,38.476,194.342,20.5,5226
2015/04/18 10:14:16,5.0496,26.147,38.484,194.379,20.5,5227
2015/04/18 10:14:17,5.0495,26.137,38.491,194.415,20.5,5228
2015/04/18 10:14:18,5.0496,26.095,38.498,194.452,20.5,5229
2015/04/18 10:14:19,5.0497,26.080,38.505,194.489,20.5,5230
2015/04/18 10:14:20,5.0496,26.037,38.513,194.525,20.5,5231
2015/04/18 10:14:21,5.0497,26.001,38.520,194.562,20.5,5232
2015/04/18 10:14:22,5.0497,25.981,38.527,194.598,20.5,5233
2015/04/18 10:14:23,5.0498,25.944,38.534,194.635,20.5,5234
2015/04/18 10:14:24,5.0497,25.923,38.541,194.671,20.6,5235
2015/04/18 10:14:25,5.0498,25.888,38.549,194.707,20.6,5236
2015/04/18 10:14:26,5.0498,25.855,38.556,194.744,20.6,5237
2015/04/18 10:14:27,5.0499,25.825,38.563,194.780,20.6,5238
2015/04/18 10:14:28,5.0500,25.799,38.570,194.816,20.6,5239
2015/04/18 10:14:29,5.0498,25.772,38.578,194.852,20.6,5240
2015/04/18 10:14:30,5.0498,25.731,38.585,194.889,20.6,5241
2015/04/18 10:14:31,5.0499,25.714,38.592,194.925,20.5,5242
2015/04/18 10:14:32,5.0499,25.688,38.599,194.961,20.5,5243
2015/04/18 10:14:33,5.0498,25.656,38.606,194.997,20.5,5244
2015/04/18 10:14:34,5.0499,25.644,38.613,195.033,20.5,5245
2015/04/18 10:14:35,5.0498,25.592,38.620,195.069,20.5,5246
2015/04/18 10:14:36,5.0499,25.562,38.627,195.105,20.6,5247
2015/04/18 10:14:37,5.0500,25.555,38.635,195.141,20.6,5248
2015/04/18 10:14:38,5.0500,25.517,38.642,195.176,20.5,5249
2015/04/18 10:14:39,5.0500,25.493,38.649,195.212,20.5,5250
2015/04/18 10:14:40,5.0502,25.465,38.656,195.248,20.6,5251
2015/04/18 10:14:41,5.0499,25.428,38.663,195.284,20.6,5252
2015/04/18 10:14:42,5.0500,25.404,38.670,195.319,20.6,5253
2015/04/18 10:14:43,5.0501,25.377,38.677,195.355,20.6,5254
2015/04/18 10:14:44,5.0501,25.359,38.684,195.391,20.6,5255
2015/04/18 10:14:45,5.0502,25.326,38.691,195.426,20.6,5256
2015/04/18 10:14:46,5.0502,25.311,38.698,195.462,20.5,5257
2015/04/18 10:14:47,5.0501,25.280,38.705,195.497,20.6,5258
2015/04/18 10:14:48,5.0502,25.236,38.712,195.533,20.6,5259
2015/04/18 10:14:49,5.0502,25.224,38.719,195.568,20.6,5260
2015/04/18 10:14:50,5.0502,25.204,38.726,195.603,20.5,5261
2015/04/18 10:14:51,5.0501,25.166,38.733,195.639,20.6,5262
2015/04/18 10:14:52,5.0503,25.153,38.740,195.674,20.5,5263
2015/04/18 10:14:53,5.0502,25.120,38.747,195.709,20.5,5264
2015/04/18 10:14:54,5.0502,25.086,38.754,195.745,20.5,5265
2015/04/18 10:14:55,5.0503,25.083,38.761,195.780,20.5,5266
2015/04/18 10:14:56,5.0503,25.048,38.768,195.815,20.5,5267
2015/04/18 10:14:57,5.0502,25.014,38.775,195.850,20.5,5268
2015/04/18 10:14:58,5.0503,25.005,38.782,195.885,20.5,5269
2015/04/18 10:14:59,5.0503,24.978,38.789,195.920,20.5,5270
2015/04/18 10:15:00,5.0502,24.952,38.796,195.955,20.5,5271
2015/04/18 10:15:01,5.0504,24.930,38.803,195.990,20.5,5272
2015/04/18 10:15:02,5.0503,24.904,38.810,196.025,20.5,5273
2015/04/18 10:15:03,5.0503,24.861,38.817,196.060,20.5,5274
2015/04/18 10:15:04,5.0506,24.848,38.824,196.095,20.5,5275
2015/04/18 10:15:05,5.0503,24.831,38.830,196.130,20.5,5276
2015/04/18 10:15:06,5.0503,24.784,38.837,196.165,20.5,5277
2015/04/18 10:15:07,5.0505,24.772,38.844,196.200,20.5,5278
2015/04/18 10:15:08,5.0505,24.747,38.851,196.234,20.5,5279
2015/04/18 10:15:09,5.0504,24.706,38.858,196.269,20.5,5280
2015/04/18 10:15:10,5.0508,24.699,38.865,196.304,20.5,5281
2015/04/18 10:15:11,5.0504,24.672,38.872,196.338,20.5,5282
2015/04/18 10:15:12,5.0503,24.635,38.879,196.373,20.5,5283
2015/04/18 10:15:13,5.0506,24.629,38.885,196.408,20.5,5284
2015/04/18 10:15:14,5.0505,24.602,38.892,196.442,20.5,5285
2015/04/18 10:15:15,5.0505,24.567,38.899,196.477,20.5,5286
2015/04/18 10:15:16,5.0510,24.555,38.906,196.511,20.5,5287
2015/04/18 10:15:17,5.0510,24.582,38.913,196.546,20.5,5288
2015/04/18 10:15:18,5.0512,24.364,38.919,196.580,20.5,5289
2015/04/18 10:15:19,5.0513,24.323,38.926,196.614,20.5,5290
2015/04/18 10:15:20,5.0511,24.308,38.933,196.648,20.5,5291
2015/04/18 10:15:21,5.0512,24.286,38.940,196.682,20.5,5292
2015/04/18 10:15:22,5.0512,24.248,38.947,196.717,20.5,5293
2015/04/18 10:15:23,5.0511,24.236,38.953,196.751,20.5,5294
2015/04/18 10:15:24,5.0513,24.211,38.960,196.785,20.5,5295
2015/04/18 10:15:25,5.0511,24.180,38.967,196.819,20.5,5296
2015/04/18 10:15:26,5.0511,24.175,38.974,196.852,20.5,5297
2015/04/18 10:15:27,5.0511,24.140,38.980,196.886,20.5,5298
2015/04/18 10:15:28,5.0513,24.109,38.987,196.920,20.5,5299
2015/04/18 10:15:29,5.0514,24.094,38.994,196.954,20.5,5300
2015/04/18 10:15:30,5.0514,24.075,39.000,196.988,20.5,5301
2015/04/18 10:15:31,5.0512,24.057,39.007,197.022,20.5,5302
2015/04/18 10:15:32,5.0512,24.027,39.014,197.055,20.5,5303
2015/04/18 10:15:33,5.0514,23.997,39.020,197.089,20.5,5304
2015/04/18 10:15:34,5.0514,23.969,39.027,197.123,20.5,5305
2015/04/18 10:15:35,5.0513,23.953,39.034,197.156,20.5,5306
2015/04/18 10:15:36,5.0515,23.930,39.040,197.190,20.5,5307
2015/04/18 10:15:37,5.0515,23.895,39.047,197.224,20.5,5308
2015/04/18 10:15:38,5.0513,23.880,39.054,197.257,20.5,5309
2015/04/18 10:15:39,5.0516,23.858,39.060,197.291,20.5,5310
